occupancy_rate_at_booking,days_until_event,days_since_created,base_price,rule_based_multiplier,historical_adjustment,final_multiplier,purchase_price
0.82,40,45,1000,1.46,-0.069,1.39,1390.0
0.89,15,80,1000,1.54,-0.067,1.48,1480.0
0.61,43,50,1000,1.28,0.079,1.36,1360.0
0.58,6,88,1000,1.33,-0.028,1.3,1300.0
0.67,29,55,1000,1.34,0.023,1.36,1360.0
0.62,29,88,1000,1.3,-0.033,1.26,1260.0
0.75,32,36,1000,1.41,-0.055,1.35,1350.0
0.45,45,13,1000,1.15,0.044,1.19,1190.0
0.27,9,37,1000,1.04,-0.057,0.98,980.0
0.79,5,72,1000,1.52,0.006,1.53,1530.0
0.36,29,18,1000,1.08,0.004,1.08,1080.0
0.4,34,73,1000,1.11,0.105,1.21,1210.0
0.82,54,10,1000,1.46,-0.01,1.45,1450.0
0.48,7,83,1000,1.23,0.027,1.26,1260.0
0.87,46,65,1000,1.5,-0.04,1.46,1460.0
0.62,57,31,1000,1.29,-0.053,1.23,1230.0
0.76,59,58,1000,1.41,-0.041,1.37,1370.0
0.79,50,15,1000,1.43,0.061,1.49,1490.0
0.61,17,44,1000,1.3,0.112,1.41,1410.0
0.21,35,69,1000,0.95,-0.016,0.93,930.0
0.2,52,63,1000,0.93,0.028,0.96,960.0
0.53,11,81,1000,1.25,0.067,1.32,1320.0
0.81,22,3,1000,1.46,0.113,1.58,1580.0
0.33,42,25,1000,1.04,0.012,1.06,1060.0
0.31,18,52,1000,1.05,0.007,1.05,1050.0
0.95,10,62,1000,1.61,0.055,1.67,1670.0
0.8,21,74,1000,1.46,0.105,1.56,1560.0
0.13,41,11,1000,0.87,-0.006,0.87,870.0
0.67,46,46,1000,1.33,-0.062,1.27,1270.0
0.36,54,36,1000,1.07,0.057,1.12,1120.0
0.77,25,21,1000,1.43,-0.032,1.4,1400.0
0.85,4,78,1000,1.59,-0.002,1.59,1590.0
0.49,38,24,1000,1.18,0.016,1.2,1200.0
0.08,9,26,1000,0.88,-0.05,0.83,830.0
0.28,27,80,1000,1.01,0.056,1.07,1070.0
0.5,20,6,1000,1.2,0.045,1.25,1250.0
0.53,5,42,1000,1.3,-0.025,1.28,1280.0
0.88,40,10,1000,1.51,-0.035,1.48,1480.0
0.28,47,84,1000,1.0,-0.014,0.99,990.0
0.36,0,57,1000,1.66,0.009,1.66,1660.0
0.67,53,16,1000,1.33,-0.066,1.26,1260.0
0.9,56,50,1000,1.53,0.092,1.62,1620.0
0.77,5,76,1000,1.5,0.054,1.56,1560.0
0.53,7,54,1000,1.28,-0.076,1.2,1200.0
0.37,28,56,1000,1.09,0.087,1.17,1170.0
0.57,27,10,1000,1.26,0.085,1.34,1340.0
0.89,60,71,1000,1.52,0.117,1.63,1630.0
0.9,42,76,1000,1.53,0.006,1.53,1530.0
0.52,23,59,1000,1.22,0.015,1.23,1230.0
0.92,38,72,1000,1.55,0.115,1.66,1660.0
0.45,31,59,1000,1.15,0.116,1.27,1270.0
0.54,51,20,1000,1.22,0.033,1.25,1250.0
0.21,28,39,1000,0.95,0.054,1.0,1000.0
0.05,6,55,1000,0.88,0.062,0.94,940.0
0.4,23,23,1000,1.11,0.086,1.2,1200.0
0.77,13,14,1000,1.45,-0.039,1.41,1410.0
0.64,44,72,1000,1.31,0.065,1.37,1370.0
0.47,6,25,1000,1.24,0.085,1.32,1320.0
0.53,55,12,1000,1.21,-0.071,1.14,1140.0
0.45,47,14,1000,1.15,-0.023,1.12,1120.0
0.38,11,68,1000,1.12,0.016,1.14,1140.0
0.35,22,89,1000,1.07,0.055,1.13,1130.0
0.27,57,14,1000,0.99,-0.055,0.93,930.0
0.64,32,14,1000,1.31,-0.014,1.3,1300.0
0.27,2,68,1000,1.18,0.084,1.26,1260.0
0.9,20,34,1000,1.54,0.107,1.65,1650.0
0.1,33,75,1000,0.85,0.015,0.87,870.0
0.78,32,40,1000,1.43,0.091,1.52,1520.0
0.78,22,28,1000,1.44,0.068,1.51,1510.0
0.33,29,16,1000,1.05,-0.015,1.04,1040.0
0.2,17,40,1000,0.95,0.061,1.01,1010.0
0.52,55,54,1000,1.2,0.016,1.22,1220.0
0.46,32,30,1000,1.16,-0.029,1.13,1130.0
0.47,12,72,1000,1.2,-0.077,1.12,1120.0
0.96,30,4,1000,1.59,-0.01,1.58,1580.0
0.45,52,9,1000,1.14,0.1,1.24,1240.0
0.23,47,69,1000,0.96,0.105,1.06,1060.0
0.6,60,23,1000,1.27,-0.018,1.25,1250.0
0.56,60,72,1000,1.24,0.1,1.34,1340.0
0.82,26,41,1000,1.47,-0.047,1.42,1420.0
0.95,59,66,1000,1.57,0.076,1.64,1640.0
0.77,28,8,1000,1.43,-0.073,1.35,1350.0
0.21,32,76,1000,0.95,0.08,1.03,1030.0
0.7,52,87,1000,1.36,-0.032,1.32,1320.0
0.6,51,4,1000,1.27,0.058,1.33,1330.0
0.76,11,42,1000,1.45,-0.009,1.44,1440.0
0.98,39,36,1000,1.6,0.076,1.67,1670.0
0.77,57,81,1000,1.41,-0.064,1.35,1350.0
0.52,32,9,1000,1.21,-0.068,1.14,1140.0
0.62,39,24,1000,1.29,0.015,1.31,1310.0
0.87,28,80,1000,1.51,0.061,1.57,1570.0
0.16,17,66,1000,0.92,-0.079,0.84,840.0
0.66,44,43,1000,1.32,-0.067,1.26,1260.0
0.81,45,82,1000,1.45,0.065,1.52,1520.0
0.9,40,84,1000,1.53,0.053,1.58,1580.0
0.65,50,42,1000,1.31,-0.074,1.24,1240.0
0.44,4,63,1000,1.24,0.079,1.32,1320.0
0.38,9,84,1000,1.13,0.057,1.19,1190.0
0.93,38,75,1000,1.56,0.014,1.57,1570.0
0.22,18,78,1000,0.97,-0.079,0.89,890.0
0.13,39,32,1000,0.88,0.002,0.88,880.0
0.11,19,24,1000,0.87,0.103,0.98,980.0
0.42,29,31,1000,1.13,0.101,1.23,1230.0
0.92,33,53,1000,1.55,0.033,1.58,1580.0
0.91,47,36,1000,1.54,0.109,1.65,1650.0
0.18,37,46,1000,0.92,0.08,1.0,1000.0
0.31,19,66,1000,1.04,-0.024,1.02,1020.0
0.27,15,36,1000,1.02,-0.052,0.97,970.0
0.56,25,84,1000,1.25,0.02,1.27,1270.0
0.14,40,77,1000,0.88,0.078,0.96,960.0
0.68,36,30,1000,1.34,0.109,1.45,1450.0
0.42,44,82,1000,1.12,0.107,1.23,1230.0
0.62,45,18,1000,1.29,0.039,1.33,1330.0
0.6,14,19,1000,1.3,0.098,1.4,1400.0
0.67,51,55,1000,1.33,0.042,1.37,1370.0
0.65,43,52,1000,1.32,-0.031,1.29,1290.0
0.06,19,6,1000,0.83,0.006,0.84,840.0
0.73,39,78,1000,1.39,-0.046,1.34,1340.0
0.26,4,45,1000,1.09,-0.069,1.02,1020.0
0.17,19,44,1000,0.92,-0.014,0.91,910.0
0.28,41,23,1000,1.0,-0.078,0.92,920.0
0.36,11,41,1000,1.11,-0.038,1.07,1070.0
0.89,29,64,1000,1.53,-0.061,1.47,1470.0
0.51,39,58,1000,1.2,-0.058,1.14,1140.0
0.66,10,60,1000,1.37,-0.041,1.32,1320.0
0.7,47,9,1000,1.36,0.028,1.39,1390.0
0.47,59,10,1000,1.16,0.059,1.22,1220.0
0.91,8,46,1000,1.59,-0.078,1.51,1510.0
0.72,3,14,1000,1.51,0.018,1.53,1530.0
0.51,11,77,1000,1.23,-0.072,1.16,1160.0
0.39,9,20,1000,1.14,-0.052,1.09,1090.0
0.2,40,7,1000,0.93,0.043,0.98,980.0
0.08,45,25,1000,0.83,-0.005,0.83,830.0
0.94,51,64,1000,1.56,0.008,1.57,1570.0
0.67,60,4,1000,1.33,-0.061,1.27,1270.0
0.65,2,82,1000,1.5,0.037,1.54,1540.0
0.11,1,90,1000,1.14,-0.025,1.12,1120.0
0.28,15,87,1000,1.03,0.077,1.1,1100.0
0.07,5,5,1000,0.91,0.059,0.97,970.0
0.94,40,1,1000,1.56,0.071,1.63,1630.0
0.67,34,5,1000,1.34,0.108,1.44,1440.0
0.4,6,18,1000,1.18,0.013,1.19,1190.0
0.89,30,78,1000,1.53,0.03,1.56,1560.0
0.68,27,42,1000,1.35,0.031,1.38,1380.0
0.81,40,83,1000,1.45,-0.041,1.41,1410.0
0.3,23,7,1000,1.03,-0.008,1.02,1020.0
0.83,6,36,1000,1.54,0.059,1.6,1600.0
0.13,22,58,1000,0.89,-0.078,0.81,810.0
0.42,17,16,1000,1.14,0.06,1.2,1200.0
0.68,30,35,1000,1.35,0.055,1.4,1400.0
0.84,48,49,1000,1.48,-0.0,1.48,1480.0
0.36,42,46,1000,1.07,0.098,1.17,1170.0
0.53,36,45,1000,1.22,-0.036,1.18,1180.0
0.84,57,29,1000,1.47,0.105,1.58,1580.0
0.84,6,41,1000,1.55,0.037,1.59,1590.0
0.89,44,30,1000,1.52,0.08,1.6,1600.0
0.92,14,20,1000,1.57,0.069,1.64,1640.0
0.1,56,53,1000,0.85,0.023,0.87,870.0
0.61,6,2,1000,1.35,-0.063,1.29,1290.0
0.71,22,68,1000,1.38,-0.017,1.36,1360.0
0.78,11,37,1000,1.46,0.118,1.58,1580.0
0.45,1,75,1000,1.43,-0.002,1.43,1430.0
0.09,28,41,1000,0.85,0.097,0.94,940.0
0.47,50,87,1000,1.16,0.015,1.18,1180.0
0.68,16,51,1000,1.36,-0.061,1.3,1300.0
0.73,19,47,1000,1.4,0.008,1.41,1410.0
0.43,15,25,1000,1.15,0.036,1.19,1190.0
0.82,3,77,1000,1.6,-0.023,1.57,1570.0
0.53,18,37,1000,1.23,0.068,1.3,1300.0
0.41,7,19,1000,1.17,-0.043,1.13,1130.0
0.93,52,8,1000,1.55,-0.004,1.55,1550.0
0.24,2,81,1000,1.15,-0.04,1.11,1110.0
0.15,21,32,1000,0.9,-0.009,0.9,900.0
0.06,28,89,1000,0.82,-0.061,0.76,760.0
0.55,6,89,1000,1.3,-0.077,1.23,1230.0
0.24,18,71,1000,0.99,-0.002,0.98,980.0
0.21,44,9,1000,0.94,0.118,1.06,1060.0
0.19,40,83,1000,0.93,-0.059,0.87,870.0
0.77,8,45,1000,1.47,0.104,1.57,1570.0
0.97,58,77,1000,1.58,-0.045,1.54,1540.0
0.6,2,64,1000,1.46,0.023,1.48,1480.0
0.08,8,47,1000,0.88,-0.05,0.83,830.0
0.38,12,26,1000,1.12,0.081,1.2,1200.0
0.8,33,77,1000,1.45,-0.002,1.45,1450.0
0.78,51,51,1000,1.42,0.045,1.47,1470.0
0.6,54,40,1000,1.27,-0.045,1.23,1230.0
0.07,31,9,1000,0.83,0.096,0.92,920.0
0.53,22,14,1000,1.23,-0.022,1.2,1200.0
0.26,37,60,1000,0.99,0.102,1.09,1090.0
0.41,23,52,1000,1.12,0.055,1.18,1180.0
0.21,44,35,1000,0.94,0.013,0.95,950.0
0.34,12,75,1000,1.09,0.098,1.18,1180.0
0.99,21,65,1000,1.62,0.089,1.71,1710.0
0.97,28,69,1000,1.6,-0.05,1.55,1550.0
0.68,30,77,1000,1.35,-0.006,1.34,1340.0
0.87,25,87,1000,1.51,0.086,1.6,1600.0
0.48,3,42,1000,1.31,0.085,1.39,1390.0
0.62,35,25,1000,1.29,-0.059,1.23,1230.0
0.86,29,34,1000,1.5,0.058,1.56,1560.0
0.48,23,44,1000,1.18,0.048,1.23,1230.0
0.19,27,49,1000,0.93,0.103,1.04,1040.0
0.7,54,53,1000,1.36,0.099,1.45,1450.0
0.44,20,62,1000,1.15,0.081,1.23,1230.0
0.68,57,44,1000,1.34,0.048,1.39,1390.0
0.8,30,51,1000,1.45,0.042,1.49,1490.0
0.6,27,50,1000,1.28,0.104,1.39,1390.0
0.45,26,81,1000,1.15,0.066,1.22,1220.0
0.06,4,66,1000,0.92,0.082,1.0,1000.0
0.51,48,1,1000,1.2,0.055,1.25,1250.0
0.07,20,49,1000,0.84,-0.022,0.82,820.0
0.87,53,24,1000,1.5,-0.043,1.46,1460.0
0.68,30,1,1000,1.35,-0.0,1.35,1350.0
0.25,5,28,1000,1.06,-0.006,1.06,1060.0
0.83,45,49,1000,1.47,-0.02,1.45,1450.0
0.76,53,48,1000,1.41,0.021,1.43,1430.0
0.75,32,63,1000,1.41,-0.038,1.37,1370.0
0.13,23,64,1000,0.89,0.045,0.93,930.0
0.12,52,8,1000,0.86,-0.076,0.79,790.0
0.3,20,13,1000,1.03,0.013,1.05,1050.0
0.77,17,54,1000,1.44,0.073,1.51,1510.0
0.33,11,31,1000,1.08,0.03,1.11,1110.0
0.46,28,3,1000,1.16,0.088,1.25,1250.0
0.58,47,19,1000,1.26,-0.054,1.2,1200.0
0.69,36,1,1000,1.35,0.098,1.45,1450.0
0.1,27,72,1000,0.86,0.082,0.94,940.0
0.25,55,7,1000,0.97,0.081,1.05,1050.0
0.33,45,48,1000,1.04,0.007,1.05,1050.0
0.8,16,80,1000,1.47,0.085,1.55,1550.0
0.97,58,61,1000,1.58,0.107,1.69,1690.0
0.93,34,45,1000,1.56,-0.028,1.53,1530.0
0.13,40,8,1000,0.88,-0.04,0.83,830.0
0.36,51,35,1000,1.07,-0.064,1.0,1000.0
0.67,30,83,1000,1.34,0.022,1.36,1360.0
0.17,19,84,1000,0.92,0.092,1.02,1020.0
0.48,41,64,1000,1.17,0.117,1.29,1290.0
0.38,49,80,1000,1.08,-0.055,1.03,1030.0
0.15,22,74,1000,0.9,0.074,0.98,980.0
0.53,0,12,1000,1.8,-0.036,1.76,1760.0
0.37,46,14,1000,1.08,0.087,1.16,1160.0
0.28,11,64,1000,1.04,0.022,1.06,1060.0
0.93,4,37,1000,1.66,-0.047,1.61,1610.0
0.93,23,25,1000,1.57,-0.045,1.52,1520.0
0.78,56,25,1000,1.42,-0.001,1.42,1420.0
0.32,1,56,1000,1.32,0.104,1.43,1430.0
0.24,1,44,1000,1.25,-0.044,1.21,1210.0
0.78,18,19,1000,1.44,-0.054,1.39,1390.0
0.95,60,88,1000,1.57,-0.041,1.53,1530.0
0.92,29,11,1000,1.55,-0.027,1.53,1530.0
0.52,1,76,1000,1.49,0.061,1.55,1550.0
0.17,48,65,1000,0.91,-0.05,0.86,860.0
0.54,29,18,1000,1.23,-0.069,1.16,1160.0
0.14,2,34,1000,1.07,0.015,1.08,1080.0
0.83,30,26,1000,1.47,0.084,1.56,1560.0
0.53,53,82,1000,1.21,0.093,1.3,1300.0
0.69,47,26,1000,1.35,0.013,1.36,1360.0
0.61,47,8,1000,1.28,-0.018,1.26,1260.0
0.25,5,45,1000,1.06,0.01,1.07,1070.0
0.18,54,46,1000,0.91,0.021,0.93,930.0
0.27,37,85,1000,1.0,-0.068,0.93,930.0
0.46,55,36,1000,1.15,0.034,1.19,1190.0
0.51,43,17,1000,1.2,-0.006,1.19,1190.0
0.84,60,35,1000,1.47,0.118,1.59,1590.0
0.98,52,31,1000,1.59,0.107,1.7,1700.0
0.62,10,72,1000,1.33,0.057,1.39,1390.0
0.51,31,33,1000,1.2,0.08,1.28,1280.0
0.62,10,75,1000,1.33,-0.018,1.31,1310.0
0.59,45,49,1000,1.26,0.07,1.33,1330.0
0.98,6,16,1000,1.67,0.07,1.74,1740.0
0.63,57,49,1000,1.3,0.104,1.4,1400.0
0.16,49,17,1000,0.9,0.082,0.98,980.0
0.32,58,10,1000,1.03,-0.067,0.97,970.0
0.48,1,8,1000,1.46,0.117,1.57,1570.0
0.63,31,55,1000,1.3,-0.011,1.29,1290.0
0.26,11,90,1000,1.02,-0.041,0.98,980.0
0.35,24,6,1000,1.07,0.09,1.16,1160.0
0.21,53,17,1000,0.94,-0.029,0.91,910.0
0.39,42,4,1000,1.1,-0.039,1.06,1060.0
0.49,45,22,1000,1.18,0.105,1.28,1280.0
0.93,40,78,1000,1.56,0.005,1.56,1560.0
0.37,58,2,1000,1.07,-0.041,1.03,1030.0
0.7,24,8,1000,1.37,0.07,1.44,1440.0
0.9,15,69,1000,1.55,0.022,1.57,1570.0
0.18,51,8,1000,0.91,0.114,1.03,1030.0
0.53,52,90,1000,1.21,-0.041,1.17,1170.0
0.97,26,4,1000,1.6,0.09,1.69,1690.0
0.62,1,49,1000,1.58,0.073,1.65,1650.0
0.6,16,80,1000,1.3,-0.067,1.23,1230.0
0.99,8,44,1000,1.66,0.119,1.78,1780.0
0.82,18,68,1000,1.48,0.084,1.56,1560.0
0.86,26,44,1000,1.5,-0.026,1.48,1480.0
0.13,38,73,1000,0.88,0.007,0.88,880.0
0.48,13,84,1000,1.2,-0.062,1.14,1140.0
0.98,21,89,1000,1.61,0.046,1.66,1660.0
0.07,28,51,1000,0.83,-0.026,0.8,800.0
0.63,44,45,1000,1.3,0.061,1.36,1360.0
0.25,0,70,1000,1.56,-0.049,1.51,1510.0
0.78,57,37,1000,1.42,0.022,1.45,1450.0
0.29,30,61,1000,1.02,0.044,1.06,1060.0
0.38,30,46,1000,1.09,-0.003,1.09,1090.0
0.94,25,25,1000,1.57,0.068,1.64,1640.0
0.78,0,65,1000,2.01,0.039,2.05,2050.0
0.74,23,61,1000,1.4,-0.037,1.37,1370.0
0.16,57,27,1000,0.9,-0.012,0.88,880.0
0.54,46,68,1000,1.22,0.034,1.26,1260.0
0.39,29,4,1000,1.1,0.057,1.16,1160.0
0.23,41,87,1000,0.96,0.012,0.97,970.0
0.39,53,23,1000,1.09,-0.065,1.03,1030.0
0.47,23,87,1000,1.17,0.003,1.18,1180.0
0.22,30,18,1000,0.96,0.047,1.0,1000.0
0.76,20,54,1000,1.42,0.042,1.47,1470.0
0.07,10,17,1000,0.86,0.065,0.93,930.0
0.95,28,48,1000,1.58,-0.063,1.52,1520.0
0.62,47,10,1000,1.29,-0.007,1.28,1280.0
0.93,30,45,1000,1.56,0.005,1.56,1560.0
0.78,35,30,1000,1.43,0.098,1.53,1530.0
0.93,13,14,1000,1.58,-0.028,1.56,1560.0
0.29,44,6,1000,1.01,-0.065,0.94,940.0
0.12,9,77,1000,0.91,0.101,1.01,1010.0
0.57,49,9,1000,1.25,-0.003,1.24,1240.0
0.5,32,72,1000,1.19,0.062,1.26,1260.0
0.28,58,40,1000,1.0,-0.02,0.98,980.0
0.49,53,87,1000,1.18,0.006,1.18,1180.0
0.58,46,6,1000,1.26,-0.011,1.24,1240.0
0.36,39,74,1000,1.07,0.06,1.13,1130.0
0.23,45,71,1000,0.96,0.05,1.01,1010.0
0.52,25,84,1000,1.22,-0.024,1.19,1190.0
0.54,5,90,1000,1.31,0.029,1.34,1340.0
0.25,3,79,1000,1.11,0.012,1.12,1120.0
0.16,24,71,1000,0.91,-0.052,0.86,860.0
0.25,5,75,1000,1.06,0.068,1.13,1130.0
0.19,39,73,1000,0.93,0.084,1.01,1010.0
0.83,6,70,1000,1.54,-0.073,1.47,1470.0
0.18,58,20,1000,0.91,-0.08,0.83,830.0
0.43,56,30,1000,1.13,-0.035,1.09,1090.0
0.06,57,67,1000,0.81,-0.059,0.75,750.0
0.87,43,65,1000,1.5,-0.007,1.5,1500.0
0.73,38,30,1000,1.39,-0.056,1.33,1330.0
0.44,12,44,1000,1.17,0.06,1.23,1230.0
0.39,23,14,1000,1.11,0.021,1.13,1130.0
0.99,8,8,1000,1.66,0.012,1.67,1670.0
0.66,6,24,1000,1.4,-0.064,1.33,1330.0
0.07,0,10,1000,1.41,-0.002,1.41,1410.0
0.93,5,48,1000,1.64,0.083,1.72,1720.0
0.61,16,26,1000,1.3,-0.012,1.29,1290.0
0.29,22,78,1000,1.02,0.037,1.06,1060.0
0.3,27,27,1000,1.03,0.051,1.08,1080.0
0.43,36,28,1000,1.13,0.116,1.25,1250.0
0.27,20,59,1000,1.01,0.056,1.06,1060.0
0.96,32,51,1000,1.58,-0.075,1.51,1510.0
0.27,31,26,1000,1.0,0.006,1.0,1000.0
0.06,12,90,1000,0.85,0.018,0.87,870.0
0.34,9,54,1000,1.1,-0.074,1.02,1020.0
0.35,22,23,1000,1.07,0.033,1.11,1110.0
0.25,60,16,1000,0.97,0.109,1.08,1080.0
0.28,34,39,1000,1.01,-0.06,0.95,950.0
0.09,40,16,1000,0.84,-0.011,0.83,830.0
0.31,33,1,1000,1.03,0.071,1.1,1100.0
0.11,32,5,1000,0.86,-0.002,0.86,860.0
0.87,57,11,1000,1.5,0.039,1.54,1540.0
0.26,46,21,1000,0.98,-0.07,0.91,910.0
0.7,3,17,1000,1.49,-0.005,1.49,1490.0
0.07,29,69,1000,0.83,0.014,0.84,840.0
0.47,52,11,1000,1.16,0.099,1.26,1260.0
0.19,44,30,1000,0.92,-0.001,0.92,920.0
0.64,43,31,1000,1.31,-0.06,1.25,1250.0
0.84,18,3,1000,1.5,-0.027,1.47,1470.0
0.68,20,74,1000,1.36,0.06,1.42,1420.0
0.78,22,30,1000,1.44,-0.033,1.41,1410.0
0.26,41,29,1000,0.99,-0.035,0.95,950.0
0.05,42,14,1000,0.81,0.027,0.83,830.0
0.1,15,61,1000,0.87,0.017,0.89,890.0
0.4,25,45,1000,1.11,0.118,1.23,1230.0
0.1,30,46,1000,0.85,0.025,0.88,880.0
0.95,42,85,1000,1.57,0.0,1.57,1570.0
0.52,31,81,1000,1.21,-0.075,1.14,1140.0
0.59,20,89,1000,1.28,0.046,1.33,1330.0
0.56,49,65,1000,1.24,-0.042,1.2,1200.0
0.42,28,28,1000,1.13,-0.005,1.12,1120.0
0.49,14,82,1000,1.21,0.074,1.28,1280.0
0.49,56,23,1000,1.18,0.063,1.24,1240.0
0.62,32,6,1000,1.3,-0.03,1.26,1260.0
0.42,27,30,1000,1.13,0.014,1.14,1140.0
0.72,3,18,1000,1.51,-0.062,1.45,1450.0
0.55,39,29,1000,1.23,0.077,1.31,1310.0
0.35,6,10,1000,1.13,0.119,1.25,1250.0
0.68,8,17,1000,1.39,-0.007,1.39,1390.0
0.17,17,24,1000,0.93,-0.004,0.92,920.0
0.55,1,22,1000,1.52,0.078,1.6,1600.0
0.81,57,22,1000,1.45,-0.01,1.44,1440.0
0.44,6,8,1000,1.21,0.054,1.26,1260.0
0.72,57,61,1000,1.37,-0.023,1.35,1350.0
0.48,15,43,1000,1.2,-0.012,1.18,1180.0
0.37,26,76,1000,1.09,0.069,1.16,1160.0
0.7,43,87,1000,1.36,-0.005,1.35,1350.0
0.44,12,26,1000,1.17,-0.013,1.16,1160.0
0.33,6,65,1000,1.12,0.091,1.21,1210.0
0.91,3,23,1000,1.67,0.115,1.79,1790.0
0.73,54,46,1000,1.38,-0.063,1.32,1320.0
0.22,13,76,1000,0.98,-0.06,0.92,920.0
0.35,34,69,1000,1.06,0.044,1.11,1110.0
0.89,55,68,1000,1.52,0.021,1.54,1540.0
0.33,47,38,1000,1.04,-0.01,1.03,1030.0
0.68,2,52,1000,1.53,-0.025,1.5,1500.0
0.07,28,26,1000,0.83,0.026,0.86,860.0
0.76,59,20,1000,1.41,-0.026,1.38,1380.0
0.54,52,8,1000,1.22,0.096,1.32,1320.0
0.96,5,30,1000,1.67,0.083,1.75,1750.0
0.59,38,4,1000,1.27,-0.023,1.24,1240.0
0.85,25,81,1000,1.5,0.031,1.53,1530.0
0.41,57,81,1000,1.11,0.018,1.13,1130.0
0.34,54,65,1000,1.05,0.116,1.17,1170.0
0.05,41,22,1000,0.81,0.103,0.91,910.0
0.91,25,47,1000,1.55,0.032,1.58,1580.0
0.81,52,48,1000,1.45,0.106,1.56,1560.0
0.36,44,16,1000,1.07,0.033,1.1,1100.0
0.59,58,1,1000,1.26,-0.037,1.22,1220.0
0.74,32,81,1000,1.4,0.008,1.41,1410.0
0.16,35,54,1000,0.9,-0.078,0.82,820.0
0.91,7,48,1000,1.6,0.081,1.68,1680.0
0.59,56,78,1000,1.26,-0.056,1.21,1210.0
0.65,40,73,1000,1.32,0.103,1.42,1420.0
0.19,17,27,1000,0.94,-0.023,0.92,920.0
0.36,56,25,1000,1.07,0.108,1.17,1170.0
0.9,8,32,1000,1.58,-0.023,1.56,1560.0
0.86,18,36,1000,1.51,0.084,1.6,1600.0
0.98,59,27,1000,1.59,0.043,1.64,1640.0
0.1,54,4,1000,0.85,0.109,0.96,960.0
0.21,0,25,1000,1.53,0.094,1.62,1620.0
0.49,20,31,1000,1.2,0.027,1.22,1220.0
0.68,35,34,1000,1.34,0.11,1.45,1450.0
0.3,42,81,1000,1.02,0.105,1.12,1120.0
0.93,55,77,1000,1.55,0.074,1.62,1620.0
0.16,0,15,1000,1.49,-0.023,1.46,1460.0
0.21,14,70,1000,0.97,0.078,1.05,1050.0
0.1,0,88,1000,1.44,0.045,1.48,1480.0
0.68,16,20,1000,1.36,0.012,1.38,1380.0
0.81,51,84,1000,1.45,-0.012,1.44,1440.0
0.23,17,85,1000,0.98,0.09,1.07,1070.0
0.91,40,63,1000,1.54,0.033,1.57,1570.0
0.26,42,37,1000,0.98,-0.041,0.94,940.0
0.94,39,51,1000,1.56,-0.045,1.52,1520.0
0.48,49,17,1000,1.17,0.06,1.23,1230.0
0.27,36,76,1000,1.0,-0.002,0.99,990.0
0.94,5,48,1000,1.65,-0.0,1.65,1650.0
0.52,28,25,1000,1.21,0.002,1.21,1210.0
0.23,35,34,1000,0.96,0.099,1.06,1060.0
0.4,48,49,1000,1.1,0.093,1.2,1200.0
0.41,9,65,1000,1.16,-0.016,1.14,1140.0
0.56,15,24,1000,1.26,-0.056,1.21,1210.0
0.64,27,88,1000,1.32,0.003,1.32,1320.0
0.28,20,64,1000,1.02,-0.003,1.01,1010.0
0.92,38,10,1000,1.55,0.046,1.59,1590.0
0.64,0,90,1000,1.89,0.053,1.95,1950.0
0.98,3,70,1000,1.73,0.023,1.76,1760.0
0.12,60,61,1000,0.86,0.115,0.98,980.0
0.09,18,50,1000,0.86,0.013,0.87,870.0
0.74,17,43,1000,1.41,0.002,1.41,1410.0
0.08,7,17,1000,0.89,0.117,1.01,1010.0
0.23,5,51,1000,1.05,0.034,1.08,1080.0
0.92,31,87,1000,1.55,-0.02,1.53,1530.0
0.63,4,50,1000,1.41,-0.074,1.33,1330.0
0.34,59,74,1000,1.05,0.012,1.06,1060.0
0.8,14,75,1000,1.47,0.05,1.52,1520.0
0.44,48,41,1000,1.14,0.095,1.23,1230.0
0.64,50,16,1000,1.31,0.107,1.41,1410.0
0.23,9,34,1000,1.01,-0.012,0.99,990.0
0.96,18,29,1000,1.6,0.115,1.71,1710.0
0.97,14,12,1000,1.61,0.087,1.7,1700.0
0.6,43,21,1000,1.27,-0.035,1.24,1240.0
0.15,51,54,1000,0.89,-0.004,0.88,880.0
0.38,60,12,1000,1.08,0.027,1.11,1110.0
0.83,7,32,1000,1.53,-0.063,1.47,1470.0
0.27,10,35,1000,1.03,0.048,1.08,1080.0
0.7,37,11,1000,1.36,0.091,1.45,1450.0
0.57,25,84,1000,1.26,-0.029,1.23,1230.0
0.89,31,10,1000,1.53,-0.073,1.45,1450.0
0.63,39,78,1000,1.3,-0.005,1.3,1300.0
0.33,49,42,1000,1.04,0.054,1.1,1100.0
0.18,15,19,1000,0.94,0.096,1.04,1040.0
0.27,42,30,1000,0.99,0.031,1.02,1020.0
0.59,25,73,1000,1.27,0.111,1.39,1390.0
0.61,19,75,1000,1.3,0.044,1.34,1340.0
0.88,40,89,1000,1.51,-0.076,1.44,1440.0
0.19,55,49,1000,0.92,0.023,0.94,940.0
0.9,10,61,1000,1.57,0.101,1.67,1670.0
0.26,25,15,1000,0.99,-0.005,0.99,990.0
0.64,56,41,1000,1.3,-0.019,1.29,1290.0
0.41,44,81,1000,1.11,0.064,1.18,1180.0
0.84,24,21,1000,1.49,0.035,1.52,1520.0
0.31,55,87,1000,1.02,0.101,1.12,1120.0
0.66,39,5,1000,1.33,-0.031,1.29,1290.0
0.24,40,60,1000,0.97,0.087,1.06,1060.0
0.25,55,17,1000,0.97,-0.057,0.92,920.0
